temperature,humidity,pir,ultrasonic_distance,distance_change,entry_exit_event,mq135_raw,mq135_change,gas_rise_streak,true_occupancy
27.2,79.59,1,198.23,-0.38,NONE,1430.54,32.8,3,1
24.61,51.6,0,255.76,-5.91,NONE,1641.19,5.99,0,0
28.91,90.99,1,169.96,-1.83,NONE,1267.21,18.85,0,0
32.08,45.21,1,109.41,16.94,NONE,879.35,23.73,0,0
28.37,62.88,1,196.78,84.18,NONE,1731.55,0.24,3,1
27.9,41.53,1,214.72,12.57,NONE,1223.29,-23.3,1,1
31.53,58.28,0,291.22,68.56,EXIT,955.17,26.55,5,0
25.54,68.09,0,180.53,3.37,NONE,1476.3,0.92,11,1
34.16,48.67,0,235.9,-4.58,NONE,1374.85,17.78,13,1
19.89,49.29,1,192.42,-4.51,NONE,1183.92,33.0,1,0
32.7,79.75,1,184.85,-5.84,NONE,922.83,-26.61,2,0
20.8,55.65,1,187.96,2.45,NONE,1304.76,31.18,2,1
21.85,71.31,0,153.76,-11.74,NONE,1376.95,2.07,5,1
29.61,41.18,0,162.42,-6.73,NONE,1229.8,-25.48,0,0
24.84,71.82,0,194.99,-7.41,NONE,1241.79,1.38,8,1
26.64,68.74,0,168.1,12.75,NONE,1895.31,77.28,3,1
22.57,66.74,0,198.24,10.12,NONE,1913.44,-11.48,9,1
31.18,65.74,0,233.69,9.15,NONE,1277.14,-15.85,1,0
27.51,56.32,0,180.14,12.46,NONE,1294.91,-3.21,3,0
35.1,72.66,0,186.35,1.46,NONE,1569.83,27.45,8,1
33.99,68.51,0,127.41,19.9,NONE,1107.99,-4.6,3,0
28.68,55.49,0,227.83,-3.72,NONE,1341.1,4.98,3,1
29.09,65.8,0,223.88,3.41,NONE,1195.35,32.99,8,1
32.28,51.06,0,209.6,2.9,NONE,1511.47,-7.62,0,0
33.51,62.89,0,190.71,-14.84,NONE,791.41,-9.53,1,0
31.88,65.83,0,253.61,4.98,NONE,1457.32,13.79,0,0
31.57,58.76,0,227.38,-3.36,NONE,1354.85,-9.1,0,0
25.51,59.36,1,164.03,32.77,NONE,1552.43,5.99,2,1
30.78,68.99,0,225.21,-0.82,NONE,1837.53,25.52,4,1
30.9,64.0,1,224.51,-7.35,NONE,1335.49,-10.89,7,1
30.21,71.28,0,277.82,-0.8,NONE,1649.0,-32.72,5,0
29.28,65.38,1,176.83,-17.32,NONE,1548.78,61.89,8,1
27.45,51.4,0,214.61,1.93,NONE,1318.68,10.27,7,1
26.34,60.96,0,175.92,-0.2,NONE,1163.73,3.09,2,0
27.48,54.14,0,213.02,-17.72,NONE,1649.07,16.2,4,1
27.82,65.82,0,284.17,8.46,NONE,1353.31,16.48,1,0
27.85,67.17,1,211.82,3.33,NONE,1128.91,-16.42,4,0
24.97,62.5,0,145.96,9.09,NONE,1151.14,47.28,6,1
29.89,47.89,1,106.85,-61.97,ENTER,1353.06,37.11,3,1
33.66,73.11,0,262.06,4.3,NONE,1185.2,-11.44,1,0
27.03,48.28,0,206.72,6.12,NONE,1141.79,14.06,0,0
28.85,71.83,0,178.18,4.52,NONE,873.09,-24.48,4,0
24.37,56.9,1,196.08,7.54,NONE,1280.08,2.42,0,0
26.48,53.19,0,180.85,-12.78,NONE,1387.84,22.42,0,0
29.81,62.46,0,261.33,17.52,NONE,1346.92,-1.0,0,0
18.0,65.57,1,97.02,-42.06,ENTER,1554.39,1.21,5,1
30.68,56.7,0,221.63,3.94,NONE,1725.92,28.47,8,1
26.55,41.01,0,264.17,39.78,EXIT,1146.49,-13.94,0,1
25.17,56.81,0,170.77,-15.42,NONE,1079.45,1.63,5,1
24.62,39.32,0,190.19,-15.45,NONE,1365.37,9.28,0,0
24.73,44.28,0,248.77,15.84,NONE,1437.87,6.92,9,1
29.45,86.0,1,304.78,16.67,NONE,1331.51,4.2,2,0
23.3,84.94,1,132.03,-52.48,ENTER,1419.44,5.21,5,1
31.03,71.46,1,204.13,-24.29,ENTER,1568.39,2.33,0,0
23.68,57.48,0,196.13,5.43,NONE,1284.49,16.88,4,1
31.97,65.79,1,183.74,-8.8,NONE,967.44,-11.53,4,0
29.4,74.95,0,195.07,4.98,NONE,1356.28,-3.66,1,0
31.73,58.24,0,284.74,8.59,NONE,1461.23,-19.69,3,0
28.54,57.19,1,238.98,-16.65,NONE,1585.86,22.17,5,1
27.12,83.24,1,180.85,13.21,NONE,1025.31,6.51,3,0
26.0,36.06,0,129.48,-11.17,NONE,1411.57,19.7,0,0
31.89,60.27,0,250.66,-2.54,NONE,1950.41,-5.52,4,1
30.28,58.1,0,214.07,15.63,NONE,1048.51,-38.74,1,0
33.02,76.55,0,188.64,-11.87,NONE,1512.29,-53.39,4,0
25.94,73.56,0,248.62,-4.11,NONE,1154.4,13.89,1,0
39.83,76.73,0,243.45,2.61,NONE,1380.82,45.42,3,1
29.65,81.61,0,165.38,5.83,NONE,1322.62,3.12,0,0
29.54,56.76,0,117.1,-21.02,NONE,1189.65,43.12,3,0
31.31,91.56,0,188.59,-3.09,NONE,1656.93,-3.76,9,1
33.6,56.25,0,235.73,-0.08,NONE,1445.92,7.97,14,1
31.25,57.73,0,239.14,25.97,NONE,1033.78,-12.73,3,1
26.47,68.0,0,221.83,8.45,NONE,1727.73,-0.92,9,1
20.1,64.68,0,214.91,-11.5,NONE,1488.33,23.04,6,1
27.95,52.85,0,119.29,-93.31,ENTER,1551.05,19.84,0,1
24.25,69.73,0,196.87,-8.1,NONE,1402.65,-2.09,5,0
18.0,64.89,0,183.23,-24.39,NONE,1911.38,2.89,6,1
34.85,61.23,0,282.22,10.7,NONE,1415.71,-19.57,2,0
31.62,84.28,1,198.71,-12.83,NONE,1129.07,31.88,0,0
32.59,52.21,1,199.76,60.58,EXIT,877.7,3.23,1,1
21.14,75.88,0,176.42,58.49,EXIT,1636.52,14.77,4,1
22.74,49.86,0,182.25,9.43,NONE,1090.6,40.35,8,1
27.05,73.92,0,242.15,-9.78,NONE,790.61,28.19,0,0
29.63,72.74,0,230.72,-9.58,NONE,1449.54,22.22,7,1
31.26,70.21,0,181.42,-15.76,NONE,1367.94,22.01,10,1
32.44,77.95,0,257.66,-6.65,NONE,1126.86,19.35,0,0
25.03,66.59,0,210.88,12.57,NONE,1458.48,30.6,10,1
25.7,69.07,1,206.59,2.45,NONE,1407.03,4.92,1,1
26.29,54.63,0,205.98,36.63,EXIT,1330.64,-32.12,0,0
24.37,63.79,0,175.72,-9.52,NONE,982.23,3.76,1,0
31.66,62.57,0,257.62,29.54,EXIT,1327.73,-5.67,0,0
32.87,58.61,0,195.66,-2.33,NONE,1241.1,6.82,0,0
30.83,57.6,0,147.65,2.95,NONE,1761.32,23.81,7,1
29.93,79.46,0,124.73,1.08,NONE,1350.0,9.68,0,0
33.09,71.11,0,197.96,14.87,NONE,1428.13,15.98,4,0
29.29,69.93,0,258.99,53.28,EXIT,1648.89,12.82,5,1
28.67,40.88,0,312.77,22.55,NONE,1270.7,0.23,0,0
30.86,52.31,0,215.24,-37.56,ENTER,1265.47,-9.77,4,0
32.51,55.17,0,243.67,1.57,NONE,826.03,23.99,13,1
28.08,61.44,0,284.11,5.82,NONE,1478.35,6.37,5,0
30.15,59.74,0,184.03,33.6,EXIT,1127.17,-8.78,1,0
27.24,37.57,0,188.86,-2.27,NONE,1339.68,1.71,5,0
27.1,95.0,0,185.94,5.02,NONE,1289.04,44.24,4,1
34.7,66.07,0,192.69,0.49,NONE,1591.83,-2.79,4,0
34.73,62.83,1,130.31,-78.9,ENTER,1308.38,26.51,3,1
22.85,56.61,0,256.95,3.39,NONE,1331.03,-22.7,4,0
31.45,70.15,0,226.14,9.67,NONE,1239.79,2.07,0,0
30.92,69.92,0,234.91,-8.35,NONE,1503.31,3.29,0,0
30.32,68.38,0,180.06,21.87,NONE,1349.1,-4.75,4,0
29.68,70.42,0,218.93,-7.71,NONE,1463.42,-10.92,0,0
24.56,51.28,1,124.7,-4.13,NONE,1533.64,6.05,2,0
25.09,54.65,0,149.1,6.22,NONE,1281.38,20.43,8,1
32.59,67.89,0,267.53,10.25,NONE,1347.13,-17.64,4,0
31.36,76.6,1,159.26,-25.43,NONE,895.94,39.07,7,1
27.34,56.02,0,229.69,14.37,NONE,1476.25,26.43,1,0
19.44,49.76,0,217.52,7.99,NONE,1765.48,10.87,0,0
30.49,56.41,1,197.7,80.96,EXIT,1885.68,-27.16,0,1
27.52,70.39,0,181.15,0.47,NONE,1542.72,18.44,12,1
30.88,63.24,0,167.65,-0.34,NONE,1333.62,-2.92,10,1
33.03,65.82,0,220.78,1.72,NONE,1327.86,0.09,2,0
27.48,44.88,0,212.59,2.53,NONE,796.6,-5.1,0,0
27.2,27.16,0,184.16,1.11,NONE,1828.32,1.16,11,1
33.49,70.12,0,208.59,-1.77,NONE,1587.48,18.65,5,1
24.99,76.63,0,264.06,-22.64,NONE,1323.24,-17.13,3,1
28.85,84.84,1,146.6,-2.09,NONE,1144.74,31.03,6,1
19.79,60.26,0,185.38,2.03,NONE,1589.93,27.62,3,1
30.46,56.78,0,197.12,-2.14,NONE,1323.57,30.4,11,1
33.19,44.97,0,157.59,-2.0,NONE,1266.32,11.03,0,0
29.69,67.59,1,183.58,-73.29,NONE,1498.23,24.19,2,1
26.21,44.1,1,198.5,2.21,NONE,1967.82,-37.12,1,1
20.71,59.54,0,165.91,-8.38,NONE,1407.33,22.31,7,1
29.9,57.12,0,213.14,7.43,NONE,1104.85,-29.69,3,0
21.18,60.55,0,255.81,-7.39,NONE,1900.49,5.55,0,0
24.51,48.88,0,241.81,-7.73,NONE,1499.78,-12.6,9,1
29.18,59.09,0,169.9,6.72,NONE,1263.94,-11.58,0,0
25.71,61.49,0,240.66,4.6,NONE,1875.26,31.42,10,1
26.84,41.37,0,234.07,2.16,NONE,1184.51,18.28,0,0
35.99,37.28,0,152.94,-4.86,NONE,1820.52,23.55,10,1
35.72,67.89,1,184.53,-55.34,NONE,1239.52,30.97,5,1
24.31,58.26,0,242.75,2.67,NONE,1293.43,7.03,6,1
28.77,47.17,0,96.3,-61.86,ENTER,1552.69,19.24,5,1
30.83,78.33,1,106.0,-48.58,ENTER,1437.05,-5.1,2,1
29.16,53.77,0,157.56,5.43,NONE,1295.94,-17.0,9,1
27.46,93.76,1,207.7,10.81,NONE,1383.2,16.4,1,1
22.3,56.01,0,292.35,3.27,NONE,1769.72,-1.86,9,1
25.39,64.58,0,159.57,-2.67,NONE,1104.32,-13.48,0,0
31.52,79.0,0,227.55,-4.88,NONE,1009.51,-15.31,1,0
29.86,44.75,0,228.43,-6.56,NONE,779.89,5.22,5,0
22.06,68.55,0,336.72,-5.34,NONE,1620.56,-5.21,1,0
24.81,60.13,0,206.02,21.93,NONE,1912.17,13.6,6,1
31.39,32.68,0,169.83,-22.89,NONE,1415.47,-8.51,3,1
29.68,78.34,0,256.21,9.12,NONE,1446.37,3.12,0,0
31.04,81.85,1,244.1,-15.34,ENTER,1351.49,-21.88,1,0
32.03,58.71,0,184.74,-3.35,NONE,1281.16,5.21,1,0
33.65,56.29,0,174.36,0.28,NONE,1017.74,-1.07,5,1
24.72,67.12,0,209.63,10.04,NONE,1572.07,7.71,3,0
29.4,55.73,0,198.38,1.4,NONE,1813.89,9.71,4,1
27.58,70.03,1,174.26,11.93,NONE,1000.72,12.12,8,1
26.34,58.99,0,256.39,2.21,NONE,1743.21,14.01,6,1
25.9,59.32,0,133.27,-3.93,NONE,1454.74,17.57,0,0
38.12,65.14,0,220.31,-6.8,NONE,1039.73,-10.4,2,0
27.31,74.54,0,203.75,-9.71,NONE,1462.81,4.36,8,1
31.09,56.85,0,198.74,-2.45,NONE,1417.5,18.35,0,0
33.31,46.21,0,153.7,2.68,NONE,1510.98,-32.92,1,0
23.8,57.63,0,206.02,7.75,NONE,1518.94,-2.91,6,1
29.68,54.64,1,238.61,-21.29,NONE,1537.32,42.73,5,1
27.44,61.65,0,257.48,-2.0,NONE,1176.3,-6.6,1,0
31.34,60.15,1,224.04,44.61,EXIT,1283.91,25.01,1,1
24.84,51.58,0,189.44,-9.92,NONE,1052.1,16.59,3,0
23.23,56.25,1,244.85,20.59,NONE,1571.46,29.74,3,1
25.88,89.87,1,118.08,-40.99,ENTER,1676.72,41.08,4,1
25.58,47.77,0,215.25,27.43,NONE,1728.29,-3.37,2,1
22.27,64.05,0,187.99,3.37,NONE,1123.79,-1.92,4,1
26.26,83.52,0,193.65,4.21,NONE,1220.16,-1.84,2,0
34.82,70.07,1,114.79,-53.05,ENTER,969.27,2.84,1,1
24.84,59.37,1,229.38,-3.38,NONE,1538.96,18.29,4,1
26.05,62.3,1,213.31,-5.91,NONE,988.07,-9.81,1,0
21.09,69.67,1,213.22,-10.53,NONE,1036.79,-30.3,0,0
35.14,37.27,0,112.34,7.48,NONE,1249.87,-7.8,1,0
24.5,60.26,0,220.03,0.51,NONE,1540.49,-35.04,14,1
24.15,57.37,0,197.28,15.97,NONE,1385.52,-30.17,4,0
25.17,65.57,0,182.72,1.04,NONE,1401.69,-13.16,10,1
33.0,72.52,0,166.19,6.53,NONE,1228.32,19.15,0,0
28.0,55.41,0,208.11,-5.73,NONE,1383.0,-13.05,2,0
27.18,67.54,0,262.67,3.26,NONE,1138.81,4.72,1,0
21.2,45.94,0,255.88,-5.13,NONE,1389.88,14.42,0,0
31.1,58.73,1,168.27,-28.51,NONE,1299.37,58.09,4,1
22.51,66.95,0,201.44,2.12,NONE,1557.94,-3.47,1,0
31.75,57.22,1,171.26,-67.64,ENTER,1763.93,0.56,5,1
37.48,54.31,0,196.53,-1.75,NONE,1498.85,-10.99,1,0
26.05,44.34,0,145.94,9.43,NONE,1750.34,41.84,2,0
22.9,70.43,0,243.99,-3.91,NONE,1338.17,-24.04,2,0
34.06,71.5,0,170.77,1.75,NONE,1184.13,1.9,4,0
30.5,58.52,0,96.31,-46.49,ENTER,1920.13,15.86,1,1
28.2,61.27,0,248.35,6.55,NONE,967.57,-5.25,1,0
27.8,70.29,0,189.97,2.65,NONE,1960.33,-29.67,1,0
28.87,58.21,0,195.9,-23.7,NONE,1485.02,-21.59,2,0
30.65,73.27,0,201.13,-2.01,NONE,1176.26,-41.51,4,0
32.37,50.72,0,203.98,-7.2,NONE,1125.29,-10.45,1,0
24.55,68.02,0,178.2,-20.93,NONE,1268.42,-7.76,1,0
28.14,71.82,0,231.22,-1.73,NONE,1151.9,8.14,0,0
27.92,65.73,0,173.47,27.28,EXIT,1568.75,27.54,4,0
29.24,61.86,0,150.5,7.2,NONE,1672.19,15.37,8,1
27.86,73.49,0,188.4,-3.7,NONE,1263.04,4.07,1,0
28.42,46.24,0,209.25,7.12,NONE,1571.55,-6.18,0,0
28.47,52.35,0,166.5,10.06,NONE,1231.96,-35.3,1,0
34.46,84.44,1,179.98,2.94,NONE,1709.57,59.4,8,1
31.93,63.89,0,222.01,4.11,NONE,1352.77,21.56,12,1
34.87,73.99,0,223.85,16.84,NONE,1171.02,26.94,3,0
31.73,62.44,0,188.9,7.81,NONE,1534.83,1.04,1,1
30.07,58.59,1,188.74,0.95,NONE,1317.38,40.23,1,0
27.17,45.9,0,207.31,-4.25,NONE,1816.16,13.34,6,1
28.59,58.97,0,185.87,43.82,EXIT,1338.48,11.2,1,0
28.16,55.3,0,198.2,-0.29,NONE,1504.56,3.88,4,1
28.4,71.82,0,180.61,-5.25,NONE,1221.04,19.55,1,0
29.74,69.32,0,177.05,-8.26,NONE,500.0,-7.24,5,0
27.16,80.58,0,118.46,-2.44,NONE,1339.8,-20.44,1,0
31.35,67.25,0,210.53,-10.77,NONE,1247.11,-6.21,2,0
27.6,48.27,1,169.33,0.12,NONE,1183.15,29.94,0,0
27.1,54.03,0,185.85,11.57,NONE,1588.66,12.96,4,1
27.37,60.07,0,138.7,4.91,NONE,838.03,10.61,1,0
36.31,58.14,0,171.8,-9.49,NONE,2130.91,-52.67,2,1
30.43,79.65,0,134.12,1.41,NONE,1306.58,6.41,4,0
30.1,47.18,0,260.49,78.77,EXIT,983.37,-12.49,0,0
34.43,43.0,0,103.56,-5.62,NONE,1060.46,5.33,0,0
27.28,42.66,1,141.59,-62.55,ENTER,1311.97,-4.52,5,1
35.04,26.4,0,162.37,5.33,NONE,1384.85,22.55,1,0
23.26,57.52,0,20.0,-18.08,NONE,1514.28,2.08,0,0
25.17,85.42,0,248.81,12.13,NONE,626.27,-10.86,2,0
26.69,76.65,1,217.88,1.85,NONE,1717.5,29.39,7,1
25.61,82.93,0,215.86,-6.26,NONE,1548.62,-26.74,3,0
24.93,64.81,0,202.46,-4.84,NONE,1163.23,30.2,2,1
22.1,75.1,0,156.51,1.57,NONE,914.09,8.15,13,1
28.25,57.06,0,155.21,-2.93,NONE,1187.83,-16.98,5,0
22.8,80.06,0,272.33,11.02,NONE,997.29,10.61,10,1
34.33,54.3,0,226.36,-10.08,NONE,1049.33,24.27,8,1
32.32,47.85,0,161.39,-16.36,NONE,1546.9,22.39,6,1
26.74,34.09,1,37.12,-59.66,ENTER,1561.81,8.64,3,1
32.95,58.14,1,138.31,-4.65,NONE,1363.39,4.41,0,0
27.45,59.03,0,111.87,11.79,NONE,1472.47,-24.54,1,0
27.18,82.78,0,178.64,13.93,NONE,1466.66,29.52,5,1
26.44,61.84,0,133.17,-55.81,ENTER,1930.71,4.3,0,1
31.31,44.59,1,175.19,42.08,NONE,1372.53,25.65,9,1
36.31,85.03,0,53.46,-42.14,ENTER,1545.55,35.18,0,1
31.68,77.65,1,160.8,-11.42,NONE,1304.64,-5.98,1,0
28.71,72.06,0,186.51,8.54,NONE,1314.72,2.24,5,1
29.21,63.72,1,197.28,24.92,EXIT,2078.1,1.34,5,1
34.43,82.15,0,236.6,8.12,NONE,1360.85,15.26,2,0
26.58,64.63,0,194.34,11.48,NONE,1446.85,21.2,3,0
28.93,59.28,0,145.48,11.28,NONE,1236.99,38.19,11,1
29.65,60.2,0,188.5,2.88,NONE,1684.16,3.46,3,0
26.82,72.23,1,199.19,-12.79,NONE,1569.5,19.25,0,0
24.56,74.88,0,308.02,-69.1,ENTER,1167.41,19.5,0,0
30.19,62.61,0,163.21,-12.05,NONE,1005.69,-3.99,4,1
27.3,65.13,1,70.94,-64.59,ENTER,1499.18,21.34,0,1
23.49,59.83,0,247.66,-4.22,NONE,1602.8,-6.46,11,1
27.76,63.77,1,237.95,9.01,NONE,1308.81,-12.09,7,1
23.91,70.56,0,85.51,-72.68,ENTER,1103.44,-10.5,2,1
26.23,41.89,0,206.73,-0.76,NONE,1316.82,7.6,1,0
34.56,59.93,1,195.6,16.4,NONE,1445.53,48.52,4,1
31.49,71.88,1,124.65,-3.36,NONE,1182.1,2.4,3,1
38.36,76.75,0,223.5,31.23,EXIT,1285.33,10.07,0,0
26.24,88.77,0,198.19,16.87,NONE,755.18,4.33,5,0
25.78,46.33,0,230.94,-53.25,ENTER,1023.87,-0.15,2,0
39.14,75.68,0,225.14,-5.79,NONE,1364.41,0.02,11,1
36.74,63.97,0,276.72,13.72,NONE,1421.85,-7.31,0,0
31.48,65.73,1,263.45,-4.23,NONE,1486.07,25.35,3,1
25.83,47.68,0,183.36,1.68,NONE,1337.5,-22.36,0,0
22.56,56.98,0,197.21,15.98,NONE,1808.74,13.55,5,1
34.06,42.25,1,187.2,9.32,NONE,1842.45,48.17,7,1
28.31,67.58,1,274.1,-13.2,NONE,1365.74,-11.42,0,0
25.3,46.26,0,202.04,-1.23,NONE,1415.43,-41.84,1,0
27.7,45.76,0,183.81,-12.05,NONE,817.37,-16.8,2,0
28.88,61.2,0,149.09,4.77,NONE,1446.43,12.96,8,1
24.01,48.3,0,233.19,-8.04,NONE,1223.68,8.53,8,1
28.63,56.76,0,256.14,52.33,EXIT,1540.86,13.34,0,0
33.08,85.49,0,232.91,-13.75,NONE,1046.22,27.0,1,1
28.13,51.33,1,172.47,26.56,NONE,1130.25,12.09,1,1
32.46,50.9,0,229.09,-5.48,NONE,1909.13,-8.6,6,1
22.66,66.28,0,238.2,3.92,NONE,1425.59,-2.22,0,0
19.55,58.03,1,150.46,-13.7,NONE,1186.09,-8.49,4,1
32.48,60.64,1,133.07,-58.28,ENTER,1404.73,7.51,0,1
30.15,79.77,0,150.55,10.76,NONE,1265.74,-24.33,3,0
30.72,66.18,1,198.88,-3.37,NONE,1155.16,-6.21,0,0
29.63,49.77,0,221.33,-68.97,ENTER,1684.32,-24.49,1,0
31.88,61.44,1,228.66,73.64,EXIT,1426.27,-18.26,2,0
25.79,78.15,0,215.86,-11.67,NONE,1667.64,19.89,2,0
29.45,63.62,1,231.03,81.19,EXIT,1752.66,20.61,5,1
37.63,62.44,0,255.31,-44.98,NONE,1582.29,-15.6,7,1
25.45,77.12,1,176.81,16.83,NONE,1254.15,-22.64,2,1
29.08,68.99,0,127.99,10.88,NONE,1683.91,-2.85,4,1
29.55,49.91,0,196.22,-9.21,NONE,1362.11,-31.77,0,0
23.93,49.52,0,169.71,10.68,NONE,1062.07,0.64,0,0
34.71,76.37,0,152.91,14.98,ENTER,1532.21,12.25,4,0
32.19,74.65,0,210.89,18.31,NONE,1348.36,-28.0,0,0
26.66,79.57,0,225.98,-20.38,NONE,1440.5,31.17,3,1
22.56,50.96,0,125.83,-0.96,NONE,1355.62,-14.05,0,0
26.54,75.01,0,229.44,9.43,NONE,1573.0,2.41,8,1
33.76,45.67,0,110.28,-4.94,NONE,1303.03,-37.27,1,0
29.2,67.74,0,210.84,-2.69,NONE,994.33,-22.37,1,0
38.64,67.9,0,174.04,-11.14,NONE,998.38,-4.24,11,1
34.08,65.93,0,222.97,-2.86,NONE,1968.61,-4.32,13,1
32.15,56.25,1,185.92,27.8,NONE,1454.19,21.3,3,1
28.37,79.41,1,211.35,13.71,NONE,1602.26,-3.21,1,0
29.93,79.42,1,147.59,-2.9,NONE,1165.99,-4.94,9,1
30.35,60.24,0,135.82,1.21,NONE,1140.84,24.11,3,0
40.0,62.34,0,259.01,40.72,EXIT,1568.18,7.7,2,1
26.53,71.44,0,239.78,-14.51,NONE,1573.61,9.43,1,0
23.42,51.04,0,140.51,0.65,NONE,1728.13,1.12,0,0
21.13,77.1,0,215.03,-20.3,NONE,1410.13,21.29,3,0
28.62,69.22,0,200.32,1.09,NONE,1441.15,1.45,6,1
29.63,62.82,0,145.98,12.75,NONE,1253.53,-31.1,0,0
33.7,62.34,0,204.45,16.67,NONE,1863.7,11.83,1,0
25.88,56.14,0,142.66,1.84,NONE,1508.4,-13.87,1,1
36.9,62.99,0,212.05,-1.3,NONE,1404.32,-7.2,4,1
30.43,60.58,1,196.2,6.39,NONE,1457.34,27.5,4,1
29.06,50.16,0,205.79,-2.54,NONE,1061.77,-24.51,4,0
26.81,67.11,0,248.45,9.51,NONE,958.58,44.85,0,0
38.25,64.56,0,105.43,-79.79,ENTER,1920.01,15.02,4,1
32.34,62.75,0,211.4,-5.7,NONE,1359.15,3.76,12,1
21.74,45.07,0,248.45,-0.28,NONE,1387.74,-14.61,3,0
34.28,63.25,0,142.83,-9.11,NONE,1889.73,-10.08,1,0
26.19,50.54,0,228.47,10.42,NONE,1572.32,32.48,7,1
31.39,63.26,1,214.84,-43.54,NONE,1747.49,15.1,2,1
28.14,49.63,0,284.51,4.92,NONE,1232.05,-37.39,5,0
28.26,66.95,1,179.27,-13.23,NONE,1227.28,7.54,3,1
28.36,74.63,0,262.53,63.71,EXIT,1252.48,7.84,1,0
35.79,57.13,0,200.31,1.43,NONE,1026.85,19.53,0,0
28.99,77.12,0,230.07,6.69,NONE,1247.84,-16.94,5,0
27.07,58.19,0,178.69,-1.54,NONE,913.27,5.88,0,0
18.42,51.27,0,215.57,19.97,NONE,1053.79,31.59,4,0
33.7,51.4,0,174.23,7.5,NONE,1581.27,-45.56,1,0
34.88,70.12,1,135.08,-7.82,NONE,955.75,-17.89,6,1
33.61,47.88,0,88.39,-1.41,NONE,1061.09,-7.61,5,0
32.08,52.35,1,183.34,16.08,NONE,1210.21,32.58,6,1
24.99,36.4,0,127.09,6.78,NONE,1021.65,2.42,2,0
32.38,34.56,1,118.77,-0.83,NONE,1943.45,38.68,8,1
28.36,61.27,0,175.78,-24.83,NONE,1341.06,17.81,7,1
34.63,50.68,1,257.31,116.21,EXIT,1880.2,9.1,0,1
29.34,52.53,0,188.98,9.94,NONE,1312.88,22.78,1,0
29.54,65.61,1,150.55,-6.2,NONE,1527.87,-20.22,4,1
28.88,84.37,0,205.86,-16.17,NONE,1698.82,-14.71,2,1
29.08,71.17,0,112.78,16.6,NONE,1112.49,-10.73,3,0
28.29,54.95,1,116.6,8.35,NONE,964.9,-29.17,1,0
28.91,82.19,1,279.19,-27.4,NONE,1772.5,6.24,2,1
27.94,65.53,1,249.2,8.6,NONE,1523.0,1.21,2,0
31.26,63.22,1,190.23,64.61,NONE,1790.02,10.53,5,1
26.38,46.5,1,184.65,-0.97,NONE,1415.4,17.4,2,0
36.34,53.75,1,113.33,-9.74,NONE,1324.31,3.62,5,1
33.47,68.02,0,243.72,-15.15,NONE,1577.55,-18.17,2,0
36.04,46.19,0,227.57,0.63,NONE,1099.91,2.56,0,0
25.04,51.0,0,274.24,38.4,EXIT,1796.43,-17.73,2,1
23.51,58.16,1,163.32,26.99,NONE,1740.87,34.84,0,1
31.71,62.88,0,260.26,54.24,EXIT,1195.42,-37.66,1,0
29.59,45.64,1,232.86,0.15,NONE,1813.51,-9.52,5,1
24.85,42.14,0,226.58,-1.45,NONE,1375.98,-44.94,4,0
23.6,68.41,0,135.01,-13.09,NONE,1702.93,28.21,1,1
36.62,51.45,0,158.66,-10.66,NONE,1310.28,-12.44,0,0
25.47,66.56,0,354.22,-3.64,NONE,1603.23,-24.23,0,0
29.68,61.28,0,167.02,-3.03,NONE,1470.77,-5.02,9,1
28.52,73.89,1,261.67,-3.64,NONE,1860.37,24.72,4,1
28.01,54.57,1,227.05,58.45,NONE,1608.55,21.19,5,1
22.66,79.09,1,191.95,15.25,EXIT,1614.5,-10.0,4,1
20.74,49.2,0,122.42,-4.05,NONE,1341.62,-16.9,0,0
31.29,78.65,0,154.85,9.02,NONE,717.36,10.64,4,1
32.5,60.6,0,231.83,4.06,NONE,1450.4,4.38,0,0
36.09,60.33,0,319.79,-2.37,NONE,1257.87,-35.21,0,0
24.05,78.28,0,165.64,-2.62,NONE,975.12,-16.37,1,0
28.1,57.16,0,246.56,9.13,NONE,1470.38,-8.76,5,0
26.84,71.55,0,233.74,3.98,NONE,1527.21,-23.59,4,1
31.75,74.58,1,157.01,-4.03,NONE,1354.76,5.31,8,1
32.33,87.19,0,151.8,7.29,NONE,1299.56,-10.03,4,0
27.16,54.86,0,229.61,-17.17,NONE,1093.0,0.61,0,0
30.2,56.4,0,185.19,14.35,NONE,1490.69,-11.25,2,0
29.61,72.51,1,135.92,16.43,NONE,1318.24,-0.18,9,1
32.15,84.92,0,144.58,10.56,NONE,1405.36,20.11,2,0
24.15,45.91,0,222.93,-13.78,NONE,1734.79,13.65,9,1
32.44,50.54,0,182.6,6.21,NONE,1176.98,-23.94,5,0
26.77,54.34,1,177.35,6.6,NONE,1654.58,47.55,4,1
26.81,88.9,0,259.73,-2.71,NONE,1056.9,15.9,0,0
26.98,48.28,0,225.36,6.52,NONE,1306.3,-20.64,1,0
27.85,49.15,0,201.75,-55.56,ENTER,1402.23,-34.33,2,0
30.4,59.35,0,215.46,-1.49,NONE,1521.32,32.46,10,1
24.47,48.01,0,182.39,8.76,NONE,1402.84,-15.87,2,0
31.24,38.16,0,162.35,-35.81,ENTER,1215.14,16.95,4,0
25.0,86.43,0,219.17,0.34,NONE,1565.86,41.35,5,1
23.94,54.75,0,209.38,2.45,NONE,1194.99,10.0,5,1
28.66,65.17,1,228.92,-5.3,NONE,1634.83,11.28,5,1
